Member_number,without pattern
2100,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
2101,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'tropical fruit']"
2102,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2103,"['whole milk', 'soda', 'tropical fruit', 'whipped/sour cream', 'domestic eggs']"
2104,"['whole milk', 'bottled water', 'pastry', 'domestic eggs', 'berries']"
2105,"['root vegetables', 'tropical fruit', 'bottled water', 'bottled beer', 'brown bread']"
2106,"['whole milk', 'other vegetables', 'yogurt', 'bottled water', 'pastry']"
2107,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2108,"['other vegetables', 'soda', 'yogurt', 'tropical fruit', 'pastry']"
2109,"['tropical fruit', 'bottled water', 'bottled beer', 'whipped/sour cream', 'frozen meals']"
2110,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
2111,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'pip fruit']"
2112,"['whole milk', 'soda', 'newspapers', 'curd', 'hamburger meat']"
2113,"['soda', 'yogurt', 'root vegetables', 'bottled water', 'brown bread']"
2114,"['whole milk', 'other vegetables', 'bottled water', 'pastry', 'frankfurter']"
2115,"['other vegetables', 'rolls/buns', 'soda', 'sausage', 'citrus fruit']"
2116,"['rolls/buns', 'soda', 'yogurt', 'canned beer', 'coffee']"
2117,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2118,"['other vegetables', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
2119,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
2120,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'sausage']"
2121,"['rolls/buns', 'soda', 'yogurt', 'bottled water', 'newspapers']"
2122,"['rolls/buns', 'soda', 'yogurt', 'tropical fruit', 'pastry']"
2123,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'pastry']"
2125,"['whole milk', 'other vegetables', 'bottled water', 'bottled beer', 'whipped/sour cream']"
2126,"['whole milk', 'other vegetables', 'soda', 'pastry', 'frankfurter']"
2127,"['whole milk', 'yogurt', 'root vegetables', 'bottled water', 'citrus fruit']"
2128,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2129,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2131,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
2132,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2133,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
2134,"['whole milk', 'soda', 'bottled beer', 'newspapers', 'pork']"
2135,"['soda', 'root vegetables', 'sausage', 'canned beer', 'newspapers']"
2136,"['soda', 'bottled beer', 'beverages']"
2137,"['other vegetables', 'root vegetables', 'sausage', 'citrus fruit', 'shopping bags']"
2138,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2139,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
2140,"['whole milk', 'other vegetables', 'soda', 'sausage', 'shopping bags']"
2141,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2142,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
2143,"['soda', 'root vegetables', 'tropical fruit', 'canned beer', 'frozen vegetables']"
2144,"['other vegetables', 'soda', 'root vegetables', 'pastry', 'whipped/sour cream']"
2145,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'canned beer']"
2146,"['whole milk', 'soda', 'yogurt', 'bottled water', 'sausage']"
2147,"['whole milk', 'root vegetables', 'tropical fruit', 'sausage', 'citrus fruit']"
2148,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
2149,"['whole milk', 'other vegetables', 'root vegetables', 'pip fruit', 'canned beer']"
2151,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2152,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
2153,"['soda', 'shopping bags', 'domestic eggs', 'onions', 'frozen meals']"
2154,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
2155,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
2156,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'sausage']"
2157,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
2158,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
2159,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'citrus fruit']"
2160,"['whole milk', 'other vegetables', 'bottled beer', 'canned beer', 'pork']"
2161,"['rolls/buns', 'soda', 'root vegetables', 'citrus fruit', 'shopping bags']"
2162,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled beer']"
2164,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2165,"['other vegetables', 'soda', 'yogurt', 'citrus fruit', 'bottled beer']"
2166,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2167,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2168,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2169,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
2170,"['other vegetables', 'soda', 'root vegetables', 'citrus fruit', 'pastry']"
2171,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2172,"['yogurt', 'citrus fruit', 'frankfurter', 'white bread', 'sugar']"
2173,['other vegetables']
2174,"['other vegetables', 'rolls/buns', 'root vegetables', 'canned beer', 'domestic eggs']"
2175,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2176,"['whole milk', 'yogurt', 'bottled water', 'citrus fruit', 'whipped/sour cream']"
2177,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled beer']"
2178,"['other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit', 'citrus fruit']"
2179,"['other vegetables', 'soda', 'sausage', 'pip fruit', 'newspapers']"
2180,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
2181,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'pastry']"
2183,"['whole milk', 'yogurt', 'whipped/sour cream', 'frankfurter', 'domestic eggs']"
2184,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2185,"['whole milk', 'other vegetables', 'bottled water', 'citrus fruit', 'canned beer']"
2186,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2187,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
2188,"['whole milk', 'rolls/buns', 'soda', 'pip fruit', 'canned beer']"
2190,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
2191,"['whole milk', 'yogurt', 'root vegetables', 'pip fruit', 'bottled beer']"
2192,"['rolls/buns', 'soda', 'frankfurter', 'waffles', 'salty snack']"
2193,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
2194,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'canned beer']"
2195,"['whole milk', 'other vegetables', 'root vegetables', 'canned beer', 'whipped/sour cream']"
2196,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
2197,"['beef', 'onions', 'prosecco']"
2198,"['rolls/buns', 'soda', 'sausage', 'shopping bags', 'newspapers']"
2199,"['rolls/buns', 'soda', 'citrus fruit', 'coffee', 'candy']"
2200,"['citrus fruit', 'pip fruit', 'pork', 'beef', 'fruit/vegetable juice']"
2201,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
2202,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2203,"['beef', 'onions']"
2204,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'sausage']"
2205,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2206,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2207,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pip fruit']"
2208,"['soda', 'yogurt', 'tropical fruit', 'whipped/sour cream', 'frankfurter']"
2209,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2210,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'sausage']"
2211,"['whole milk', 'tropical fruit', 'citrus fruit', 'pip fruit', 'bottled beer']"
2212,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2213,"['yogurt', 'citrus fruit', 'white bread']"
2214,"['soda', 'root vegetables', 'canned beer', 'beef', 'butter milk']"
2215,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2216,"['other vegetables', 'tropical fruit', 'misc. beverages', 'candy', 'canned fish']"
2217,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
2218,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2219,"['other vegetables', 'root vegetables', 'citrus fruit', 'canned beer', 'whipped/sour cream']"
2220,"['yogurt', 'root vegetables', 'tropical fruit', 'sausage', 'citrus fruit']"
2221,"['whole milk', 'other vegetables', 'yogurt', 'citrus fruit', 'pastry']"
2222,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2225,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2226,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'bottled water']"
2227,"['whole milk', 'other vegetables', 'bottled water', 'berries', 'herbs']"
2228,"['bottled water', 'whipped/sour cream', 'waffles', 'sugar', 'hygiene articles']"
2229,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2230,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2231,"['other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
2232,"['other vegetables', 'bottled water', 'sausage', 'citrus fruit', 'bottled beer']"
2233,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'pastry']"
2234,"['whole milk', 'soda', 'root vegetables', 'tropical fruit', 'bottled water']"
2235,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2236,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2237,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'shopping bags']"
2238,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2239,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2240,"['citrus fruit', 'pastry', 'pip fruit', 'bottled beer', 'canned beer']"
2241,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2242,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
2243,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
2244,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
2245,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2246,"['bottled water', 'sausage', 'newspapers', 'berries']"
2247,"['other vegetables', 'root vegetables', 'bottled water', 'sausage', 'citrus fruit']"
2248,"['yogurt', 'newspapers', 'berries', 'chewing gum']"
2249,"['yogurt', 'tropical fruit', 'bottled water', 'sugar']"
2250,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'citrus fruit']"
2251,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'sausage']"
2252,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
2253,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'sausage']"
2254,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
2255,"['other vegetables', 'tropical fruit', 'bottled water', 'citrus fruit', 'pastry']"
2256,"['root vegetables', 'pastry', 'whipped/sour cream', 'brown bread', 'domestic eggs']"
2257,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'bottled water']"
2258,"['whole milk', 'soda', 'yogurt', 'sausage', 'bottled beer']"
2259,"['whole milk', 'other vegetables', 'yogurt', 'canned beer', 'frankfurter']"
2260,"['whole milk', 'soda', 'bottled water', 'pip fruit', 'domestic eggs']"
2261,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2262,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
2263,"['whole milk', 'shopping bags', 'frankfurter', 'domestic eggs', 'coffee']"
2264,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2265,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
2266,"['other vegetables', 'yogurt', 'brown bread', 'newspapers', 'napkins']"
2267,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water']"
2269,"['other vegetables', 'rolls/buns', 'soda', 'bottled water', 'margarine']"
2270,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
2271,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2272,"['whole milk', 'other vegetables', 'rolls/buns', 'citrus fruit', 'bottled beer']"
2273,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2274,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'citrus fruit']"
2275,"['whole milk', 'rolls/buns', 'yogurt', 'shopping bags', 'coffee']"
2276,['yogurt']
2277,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'sausage']"
2278,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'bottled beer']"
2279,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
2280,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'sausage']"
2281,"['other vegetables', 'rolls/buns', 'soda', 'pastry', 'pip fruit']"
2282,"['whole milk', 'citrus fruit', 'frozen vegetables', 'white wine', 'semi-finished bread']"
2283,"['whole milk', 'rolls/buns', 'tropical fruit', 'pastry', 'pip fruit']"
2284,"['whole milk', 'rolls/buns', 'tropical fruit', 'pip fruit', 'bottled beer']"
2285,"['tropical fruit', 'pastry', 'canned beer', 'white bread', 'sliced cheese']"
2286,"['whole milk', 'other vegetables', 'pip fruit', 'canned beer', 'newspapers']"
2287,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2288,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
2289,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2290,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'pastry']"
2291,"['other vegetables', 'rolls/buns', 'tropical fruit', 'sausage', 'citrus fruit']"
2292,"['other vegetables', 'soda', 'root vegetables', 'shopping bags', 'whipped/sour cream']"
2293,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2294,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2295,"['whole milk', 'rolls/buns', 'soda', 'citrus fruit', 'pip fruit']"
2296,"['other vegetables', 'domestic eggs', 'ham', 'hard cheese']"
2297,"['shopping bags', 'frankfurter', 'coffee', 'UHT-milk', 'salty snack']"
2298,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
2299,"['whole milk', 'yogurt', 'root vegetables', 'citrus fruit', 'shopping bags']"
2300,"['other vegetables', 'root vegetables', 'sausage', 'citrus fruit', 'shopping bags']"
2301,"['other vegetables', 'yogurt', 'tropical fruit', 'citrus fruit', 'pastry']"
2302,['other vegetables']
2303,"['whole milk', 'other vegetables', 'tropical fruit', 'citrus fruit', 'pastry']"
2305,"['other vegetables', 'rolls/buns', 'tropical fruit', 'citrus fruit', 'pip fruit']"
2306,"['rolls/buns', 'bottled water', 'sausage', 'citrus fruit', 'pastry']"
2307,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2308,"['yogurt', 'cream cheese ']"
2309,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'citrus fruit']"
2310,"['soda', 'yogurt', 'root vegetables', 'citrus fruit', 'shopping bags']"
2311,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2312,"['whole milk', 'other vegetables', 'bottled water', 'pastry', 'frankfurter']"
2313,['other vegetables']
2314,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
2315,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
2316,"['other vegetables', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
2318,"['whole milk', 'other vegetables', 'root vegetables', 'sausage', 'citrus fruit']"
2319,"['whole milk', 'rolls/buns', 'yogurt', 'whipped/sour cream', 'domestic eggs']"
2320,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'bottled water']"
2321,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2322,"['whole milk', 'soda', 'root vegetables', 'pip fruit', 'newspapers']"
2323,"['whole milk', 'soda', 'yogurt', 'pip fruit', 'newspapers']"
2324,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2325,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2326,"['whole milk', 'rolls/buns', 'root vegetables', 'tropical fruit', 'citrus fruit']"
2327,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
2328,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'pastry']"
2329,"['other vegetables', 'rolls/buns', 'root vegetables', 'whipped/sour cream', 'newspapers']"
2330,"['whole milk', 'yogurt', 'sausage', 'pastry', 'pip fruit']"
2331,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
2332,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2334,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
2335,"['tropical fruit', 'bottled water']"
2336,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'shopping bags']"
2337,"['whole milk', 'soda', 'tropical fruit', 'bottled water', 'citrus fruit']"
2338,"['whole milk', 'other vegetables', 'soda', 'sausage', 'pip fruit']"
2339,"['whole milk', 'bottled water', 'sausage', 'pip fruit', 'brown bread']"
2340,"['whole milk', 'soda', 'yogurt', 'sausage', 'canned beer']"
2341,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
2342,"['other vegetables', 'root vegetables', 'bottled water', 'newspapers', 'hamburger meat']"
2343,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2344,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2345,"['whole milk', 'other vegetables', 'rolls/buns', 'sausage', 'citrus fruit']"
2346,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
2347,"['other vegetables', 'soda', 'root vegetables', 'citrus fruit', 'canned beer']"
2348,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
2349,"['whole milk', 'rolls/buns', 'root vegetables', 'sausage', 'pastry']"
